Work contacts yesterday,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,39,40,42,43,45,46,48,50,52,53,54,55,57,60,61,62,70,71,75,80,84,85,90,98,100,110,120,124,134,150,175,200,250,280,340,370,400
ag_estates,0.0,0.060240963855421666,0.11546184738955818,0.1987951807228915,0.2630522088353413,0.4066265060240963,0.4999999999999999,0.5451807228915662,0.5662650602409637,0.5873493975903613,0.682730923694779,0.684738955823293,0.7018072289156625,0.7068273092369476,0.7238955823293172,0.7761044176706826,0.7861445783132529,0.7861445783132529,0.791164658634538,0.7961847389558232,0.860441767068273,0.860441767068273,0.860441767068273,0.8624497991967871,0.8694779116465863,0.8865461847389557,0.8865461847389557,0.8885542168674698,0.8905622489959839,0.8905622489959839,0.9146586345381525,0.9146586345381525,0.9146586345381525,0.9146586345381525,0.9146586345381525,0.9337349397590361,0.9337349397590361,0.9357429718875502,0.9357429718875502,0.9377510040160643,0.9377510040160643,0.9397590361445782,0.9417670682730923,0.9417670682730923,0.9728915662650602,0.9748995983935743,0.9748995983935743,0.9769076305220883,0.9769076305220883,0.9769076305220883,0.9839357429718876,0.9839357429718876,0.9839357429718876,0.9859437751004017,0.9859437751004017,0.9859437751004017,0.9859437751004017,0.9859437751004017,0.9859437751004017,0.9859437751004017,0.9859437751004017,0.9979919678714859,0.9979919678714859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
manu_mining_trades,0.004012036108324974,0.07723169508525575,0.1424272818455366,0.2276830491474423,0.27683049147442323,0.38716148445336,0.4764292878635907,0.5045135406218655,0.5536609829488465,0.5777331995987963,0.6840521564694081,0.6840521564694081,0.6920762286860581,0.704112337011033,0.716148445336008,0.7893681043129387,0.7933801404212637,0.7973921765295886,0.7973921765295886,0.8014042126379136,0.8545636910732196,0.8585757271815445,0.8585757271815445,0.8585757271815445,0.8625877632898695,0.8906720160481444,0.8906720160481444,0.8906720160481444,0.8906720160481444,0.8906720160481444,0.9237713139418254,0.9237713139418254,0.9237713139418254,0.9237713139418254,0.9237713139418254,0.9237713139418254,0.9277833500501504,0.9277833500501504,0.9438314944834503,0.9438314944834503,0.9438314944834503,0.9478435305917753,0.9478435305917753,0.9478435305917753,0.9638916750250752,0.9638916750250752,0.9679037111334001,0.9679037111334001,0.9679037111334001,0.9679037111334001,0.9759277833500501,0.9759277833500501,0.9759277833500501,0.9799398194583752,0.9799398194583752,0.9799398194583752,0.9879638916750251,0.9879638916750251,0.9879638916750251,0.9879638916750251,0.9879638916750251,0.995987963891675,0.995987963891675,0.995987963891675,0.995987963891675,0.995987963891675,0.995987963891675,0.995987963891675,0.995987963891675,0.995987963891675,0.995987963891675,1.0,1.0,1.0
police_army,0.0,0.0,0.024999999999999994,0.14999999999999997,0.19999999999999996,0.27499999999999997,0.3,0.42499999999999993,0.4999999999999999,0.5999999999999999,0.6499999999999999,0.6499999999999999,0.6749999999999999,0.7,0.7,0.75,0.75,0.75,0.75,0.75,0.7749999999999999,0.7749999999999999,0.7749999999999999,0.7749999999999999,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.825,0.825,0.825,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.875,0.9,0.9,0.9,0.9,0.9,0.9,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
teachers,0.015999999999999997,0.015999999999999997,0.023999999999999994,0.039999999999999994,0.05599999999999999,0.12799999999999997,0.144,0.16,0.19199999999999998,0.19199999999999998,0.24,0.24,0.256,0.256,0.256,0.312,0.312,0.312,0.352,0.352,0.42399999999999993,0.42399999999999993,0.43199999999999994,0.45599999999999996,0.45599999999999996,0.488,0.488,0.488,0.504,0.512,0.568,0.568,0.576,0.584,0.592,0.624,0.624,0.624,0.64,0.64,0.64,0.68,0.6880000000000001,0.6960000000000001,0.7919999999999999,0.7919999999999999,0.7919999999999999,0.7919999999999999,0.8079999999999999,0.832,0.856,0.864,0.872,0.872,0.88,0.88,0.888,0.888,0.904,0.904,0.912,0.9440000000000001,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9920000000000001,1.0
current students,0.015999999999999997,0.015999999999999997,0.023999999999999994,0.039999999999999994,0.05599999999999999,0.12799999999999997,0.144,0.16,0.19199999999999998,0.19199999999999998,0.24,0.24,0.256,0.256,0.256,0.312,0.312,0.312,0.352,0.352,0.42399999999999993,0.42399999999999993,0.43199999999999994,0.45599999999999996,0.45599999999999996,0.488,0.488,0.488,0.504,0.512,0.568,0.568,0.576,0.584,0.592,0.624,0.624,0.624,0.64,0.64,0.64,0.68,0.6880000000000001,0.6960000000000001,0.7919999999999999,0.7919999999999999,0.7919999999999999,0.7919999999999999,0.8079999999999999,0.832,0.856,0.864,0.872,0.872,0.88,0.88,0.888,0.888,0.904,0.904,0.912,0.9440000000000001,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.9600000000000001,0.9600000000000001,0.9600000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9840000000000001,0.9920000000000001,1.0
healthcare_social_work,0.0,0.023976023976023973,0.11888111888111887,0.11888111888111887,0.14285714285714282,0.1668331668331668,0.28571428571428564,0.28571428571428564,0.4045954045954045,0.4285714285714285,0.5474525474525475,0.5474525474525475,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.6423576423576423,0.6423576423576423,0.6423576423576423,0.6423576423576423,0.6423576423576423,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.7612387612387612,0.856143856143856,0.856143856143856,0.856143856143856,0.856143856143856,0.856143856143856,0.856143856143856,0.8801198801198801,0.8801198801198801,0.904095904095904,0.904095904095904,0.904095904095904,0.904095904095904,0.904095904095904,0.904095904095904,0.9280719280719281,0.9280719280719281,0.9280719280719281,0.9280719280719281,0.9280719280719281,0.9280719280719281,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.952047952047952,0.9760239760239761,0.9760239760239761,1.0,1.0,1.0,1.0
service workers,0.0,0.02716297786720322,0.058350100603621724,0.14386317907444668,0.2022132796780684,0.27867203219315895,0.341046277665996,0.38128772635814884,0.43058350100603615,0.4436619718309859,0.5603621730382292,0.5603621730382292,0.5643863179074445,0.5643863179074445,0.5643863179074445,0.6267605633802816,0.6267605633802816,0.6267605633802816,0.630784708249497,0.6348088531187122,0.7334004024144868,0.7334004024144868,0.7334004024144868,0.7374245472837021,0.7374245472837021,0.7555331991951709,0.7555331991951709,0.7555331991951709,0.7555331991951709,0.7555331991951709,0.8138832997987926,0.8179074446680079,0.8179074446680079,0.8179074446680079,0.8219315895372232,0.8309859154929576,0.8309859154929576,0.8309859154929576,0.8672032193158953,0.8712273641851106,0.8712273641851106,0.8752515090543258,0.8752515090543258,0.8752515090543258,0.9024144869215291,0.9024144869215291,0.9024144869215291,0.9024144869215291,0.9064386317907444,0.9064386317907444,0.9104627766599597,0.9104627766599597,0.9104627766599597,0.9195171026156941,0.9195171026156941,0.9195171026156941,0.9285714285714285,0.9325955734406438,0.9325955734406438,0.9325955734406438,0.9325955734406438,0.9909456740442656,0.9909456740442656,0.9909456740442656,0.9909456740442656,0.9909456740442656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
informal_petty_trade,0.0,0.026078234704112333,0.06820461384152457,0.12036108324974923,0.1725175526579739,0.2607823470411233,0.2998996990972918,0.3159478435305917,0.37211634904714136,0.3821464393179538,0.4874623871614843,0.49047141424272805,0.5195586760280841,0.5225677031093279,0.5295887662988966,0.6118355065195585,0.6118355065195585,0.6118355065195585,0.621865596790371,0.6248746238716147,0.7101303911735204,0.7131394182547641,0.7131394182547641,0.7161484453360079,0.7161484453360079,0.7492477432296889,0.7522567703109326,0.7522567703109326,0.7552657973921764,0.7582748244734201,0.8204613841524573,0.8204613841524573,0.823470411233701,0.823470411233701,0.823470411233701,0.8304914744232696,0.8304914744232696,0.8304914744232696,0.8565697091273821,0.8565697091273821,0.8565697091273821,0.8565697091273821,0.8565697091273821,0.8565697091273821,0.9127382146439318,0.9127382146439318,0.9127382146439318,0.9127382146439318,0.9127382146439318,0.9127382146439318,0.9257773319959879,0.9257773319959879,0.9257773319959879,0.9257773319959879,0.9257773319959879,0.9287863590772316,0.9388164493480441,0.9388164493480441,0.9388164493480441,0.9388164493480441,0.9388164493480441,0.9809428284854563,0.9809428284854563,0.9839518555667001,0.9839518555667001,0.9839518555667001,0.9909729187562688,0.9939819458375125,0.9969909729187563,1.0,1.0,1.0,1.0,1.0
subsistence_ag,0.0,0.24048096192384763,0.5611222444889779,0.6142284569138277,0.7344689378757514,0.8146292585170339,0.8416833667334668,0.8416833667334668,0.8687374749498997,0.8687374749498997,0.8817635270541081,0.8817635270541081,0.908817635270541,0.908817635270541,0.908817635270541,0.9218436873747494,0.9348697394789579,0.9348697394789579,0.9348697394789579,0.9348697394789579,0.9478957915831663,0.9609218436873748,0.9609218436873748,0.9609218436873748,0.9609218436873748,0.9739478957915831,0.9739478957915831,0.9739478957915831,0.9739478957915831,0.9739478957915831,0.9869739478957916,0.9869739478957916,0.9869739478957916,0.9869739478957916,0.9869739478957916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
